url,label,class
http://www.shrinkme.io/a6Goy/,phishing,3
https://boa-cgi.com/v2/0253960c60642d0/login.php,phishing,3
http://portal1-web-net-sempre-com-voce-itauweb7.000webhostapp.com/home.php,phishing,3
http://brasilofetasmm.com/bb/acompanhamento/,phishing,3
https://trust-secureverification.dynamic-dns.net/ji2nzy=/,phishing,3
https://trust-secureverification.dynamic-dns.net/ji2nzy=,phishing,3
https://1stglobalcapitalinvestors.com/home/confirm.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon,phishing,3
https://1stglobalcapitalinvestors.com/home/,phishing,3
https://1stglobalcapitalinvestors.com/home/index.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon,phishing,3
https://1stglobalcapitalinvestors.com/home/index.php?public/=,phishing,3
https://1stglobalcapitalinvestors.com/home/index.php?public/enroll/=,phishing,3
http://scbhcm.vn/attRR,phishing,3
https://luckypetshouse.com/webapps/020e5/home,phishing,3
http://judithleoni.com/telecom-de/index.php,phishing,3
http://mw2pdez4s0.bizmw.com/wordpress/wp-content/plugins/rqtwyxhh/wp.service/boa/security.php,phishing,3
http://mw2pdez4s0.bizmw.com/wordpress/wp-content/plugins/rqtwyxhh/wp.service/boa/,phishing,3
http://qriim.uz/wp-admin/js/DHL/dhl/index2.php,phishing,3
http://a0436797.xsph.ru/chase/znjhkmdg=/update.php,phishing,3
https://trust-secureverification.dynamic-dns.net/,phishing,3
https://trust-secureverification.dynamic-dns.net/mu1odk=,phishing,3
https://trust-secureverification.dynamic-dns.net/mu1odk=/,phishing,3
http://csgo-prize.ru/cifipvuo/di46vnbb78pu,phishing,3
http://csgo-prize.ru/akefppvq/gl70noaa16wo,phishing,3
http://mail.joinwhatsappdewasa.ooguy.com/,phishing,3
http://mail.joinwhatsappdewasa.ooguy.com/login.php,phishing,3
http://mail.whatsappnew.ooguy.com/,phishing,3
http://mail.whatsappnew.ooguy.com/login.php,phishing,3
http://csgo-prize.ru/ihgjnvyx/kg65wyii61ss,phishing,3
https://etransfer.interac.ca-sie.club/sh/L4ko0g7/cdnbnk/confirm,phishing,3
http://w7home.cn/wp-content/plugins/apikey/login.php,phishing,3
https://logiconfirmation-secondary.z13.web.core.windows.net/,phishing,3
http://bernalhill.dreamhosters.com/wp-dat/dhlextended/dhlextended/,phishing,3
https://secure-admin-mesenggerr.000webhostapp.com/ret.html,phishing,3
"https://services.runescape.com-un.ru/m=forum/forums.ws452,313,721,62444772,1116",phishing,3
https://chat-whattsap9.grup-wa69.ga/,phishing,3
http://chat-whattsap9.grup-wa69.ga/,phishing,3
http://monikareplin.pl/js/jquery/.../LogintoyourPayPalaccount.htm,phishing,3
http://mail.beesnaturals.com/u.php,phishing,3
http://obixpdf.sa7o.com/,phishing,3
http://chase-verification.servequake.com/myaccount,phishing,3
http://chase-verification.servequake.com/dvmzgi=,phishing,3
https://klxmskni4568001web-com.preview-domain.com/1081110121.htm,phishing,3
https://vklxmskni4568022we-com.preview-domain.com/1081110121.htm,phishing,3
https://0nlne.asb-classic.co.nz.strapsecure.net/bal/,phishing,3
https://terms-of-service20.000webhostapp.com/recovery-chekpoint-login.html,phishing,3
http://sof.edu.vn/admin/js/gji/lock/,phishing,3
https://1df71a18.ngrok.io/sucursalpersonas.transaccionesbancolombia.com/mua/user,phishing,3
http://193.56.28.177/Cra/Finance/desj,phishing,3
https://www.u708953pu8.ha004.t.justns.ru/a2222/,phishing,3
https://www.u708953pu8.ha004.t.justns.ru/a2222/index2.html,phishing,3
